author,pull_number,title,description,churn,changed_files,activities,comments,comment_dates,state,creation_date,close_date,closed_by,release_tag
derrley,836,Add some civitas stuff to the makefile,0,11,1,6,2,2013-12-06T21:12:55+00:00;2013-12-06T21:13:24+00:00,closed,2013-12-06T21:12:45+00:00,2013-12-06 21:13:07+00:00,derrley,
coyotemarin,832,MRStep is the new self.mr(),290,457,26,4,5,2013-12-09T20:19:36+00:00;2013-12-09T20:22:13+00:00;2013-12-09T20:22:45+00:00;2013-12-09T20:23:06+00:00;2014-10-20T15:49:25+00:00,merged,2013-11-30T05:10:07+00:00,2013-12-11 04:41:41+00:00,coyotemarin,v0.4.3
coyotemarin,831,strict_protocols option,294,322,13,4,0,,merged,2013-11-29T02:53:29+00:00,2013-12-09 20:19:20+00:00,irskep,v0.4.3
coyotemarin,828,Final cleanup for v0.4.2 release,0,214,21,4,0,,merged,2013-11-28T03:19:12+00:00,2013-11-28 03:30:23+00:00,coyotemarin,v0.4.2
coyotemarin,827,Clean up setup,376,432,9,4,1,2013-11-27T18:13:48+00:00,merged,2013-11-27T02:57:38+00:00,2013-11-27 18:13:50+00:00,irskep,v0.4.2
kpx-dev,826,Update indexsidebar.html,129,2,1,3,1,2013-11-25T23:15:23+00:00,merged,2013-11-25T23:08:19+00:00,2013-11-25 23:15:25+00:00,irskep,v0.4.2
coyotemarin,824,The jar with no name,423,171,10,4,1,2013-11-20T18:30:17+00:00,merged,2013-11-20T18:16:31+00:00,2013-11-27 18:09:43+00:00,irskep,v0.4.2
coyotemarin,823,patch boto 2.10.0 thru 2.15.0 to fix #778,1511,19,1,4,1,2013-11-27T18:08:14+00:00,merged,2013-11-16T06:52:27+00:00,2013-11-27 18:08:17+00:00,irskep,v0.4.2
coyotemarin,821,input/output interpolation for JarSteps,134,508,19,4,0,,merged,2013-11-15T21:14:12+00:00,2013-11-15 21:39:28+00:00,irskep,v0.4.2
coyotemarin,820,Fix bunzip2_stream(),431,150,2,4,0,,merged,2013-11-15T19:32:01+00:00,2013-11-15 21:27:03+00:00,irskep,v0.4.2
kisielk,816,Fix formatting of exception in _get_steps,0,2,1,3,1,2013-11-13T07:30:21+00:00,merged,2013-11-12T22:00:42+00:00,2013-11-13 07:30:17+00:00,coyotemarin,v0.4.2
bukzor,807,catting a file *containing* an error is not an error,311,13,2,4,0,,merged,2013-11-08T00:20:01+00:00,2013-11-08 00:26:24+00:00,sudarshang,v0.4.2
coyotemarin,806,"bootstrapping and setup, now with documentation!",283,781,15,4,27,2013-11-03T20:16:34+00:00;2013-11-04T03:08:36+00:00;2013-11-04T23:38:00+00:00;2013-11-05T22:41:54+00:00;2013-11-03T19:47:19+00:00;2013-11-03T19:49:12+00:00;2013-11-03T19:49:34+00:00;2013-11-03T19:50:33+00:00;2013-11-03T19:55:51+00:00;2013-11-03T20:05:30+00:00;2013-11-03T20:05:55+00:00;2013-11-03T20:06:54+00:00;2013-11-03T20:07:44+00:00;2013-11-03T20:08:08+00:00;2013-11-03T20:08:51+00:00;2013-11-03T20:09:05+00:00;2013-11-03T20:10:56+00:00;2013-11-04T03:09:08+00:00;2013-11-04T03:11:00+00:00;2013-11-04T03:12:01+00:00;2013-11-04T03:12:13+00:00;2013-11-04T03:12:36+00:00;2013-11-04T03:13:55+00:00;2013-11-04T06:18:55+00:00;2013-11-04T06:19:53+00:00;2013-11-04T23:32:31+00:00;2013-11-04T23:34:01+00:00,merged,2013-11-01T00:06:12+00:00,2013-11-05 22:41:58+00:00,irskep,v0.4.2
dnephin,800,Local runner error on bad path,110,58,4,3,8,2013-10-28T18:17:52+00:00;2013-10-30T17:21:23+00:00;2013-10-30T19:56:14+00:00;2013-10-28T18:09:48+00:00;2013-10-28T18:17:25+00:00;2013-10-28T21:45:53+00:00;2013-10-28T22:25:46+00:00;2013-10-28T22:48:06+00:00,merged,2013-10-28T18:06:55+00:00,2013-10-30 19:56:25+00:00,coyotemarin,v0.4.2
coyotemarin,799,simplify bootstrapping,467,318,5,2,6,2013-10-23T23:41:59+00:00;2013-10-23T23:42:41+00:00;2013-10-23T23:43:57+00:00;2013-10-24T05:45:11+00:00;2013-10-23T00:54:48+00:00;2013-10-23T06:28:06+00:00,closed,2013-10-22T21:47:22+00:00,2013-10-24 05:45:11+00:00,coyotemarin,
ewencp,798,Fix hashing of jobflow arguments to account for uncertain dictionary ord...,1063,14,1,3,7,2013-10-21T06:14:36+00:00;2013-10-21T23:47:20+00:00;2013-10-22T00:37:10+00:00;2013-10-22T04:39:58+00:00;2013-10-22T05:25:20+00:00;2013-10-22T05:37:24+00:00;2013-10-21T23:48:17+00:00,merged,2013-10-21T06:09:01+00:00,2013-10-22 05:36:58+00:00,coyotemarin,v0.4.2
baeuml,797,Fix base class name in example,0,2,1,3,1,2013-10-19T00:19:15+00:00,merged,2013-10-18T20:41:18+00:00,2013-10-19 00:19:12+00:00,coyotemarin,v0.4.2
ewencp,794,Allow partial AMI versions.,494,22,3,5,5,2013-10-16T18:18:19+00:00;2013-10-16T18:46:31+00:00;2013-10-16T18:48:53+00:00;2013-10-16T20:37:44+00:00;2013-10-16T20:49:40+00:00,merged,2013-10-16T17:19:58+00:00,2013-10-16 20:46:11+00:00,coyotemarin,v0.4.2
ewencp,791,Fix broken Ganglia link and outdated link to AWS Ganglia docs.,28,4,1,3,1,2013-10-11T19:28:19+00:00,merged,2013-10-11T19:20:46+00:00,2013-10-11 19:28:21+00:00,irskep,v0.4.2
davidselassie,790,Catches all errors during fetching of SSH logs and re-raises.,206,9,1,3,1,2013-10-14T21:49:07+00:00,merged,2013-10-10T18:45:08+00:00,2013-10-14 21:48:18+00:00,coyotemarin,
kpx-dev,789,update mrjob.conf doc link,18,2,1,3,1,2013-10-10T17:29:21+00:00,merged,2013-10-10T07:23:02+00:00,2013-10-10 17:29:24+00:00,irskep,v0.4.2
kpx-dev,788,update correct link for mrjob.conf doc,0,2,1,2,0,,closed,2013-10-10T07:02:35+00:00,2013-10-10 07:20:36+00:00,kpx-dev,
irskep,786,Fix Google Analytics,65,8,2,4,0,,merged,2013-10-05T03:05:19+00:00,2013-10-05 03:05:50+00:00,irskep,v0.4.2
isms,785,"fixed typo, ec2_core_instace_type should be ec2_core_instance_type",91,4,1,4,1,2013-10-04T22:25:29+00:00,merged,2013-10-04T18:44:58+00:00,2013-10-04 22:25:26+00:00,coyotemarin,v0.4.2
coyotemarin,781,Hadoop jar steps,94,306,8,4,3,2013-10-14T23:00:45+00:00;2013-10-15T17:56:04+00:00;2013-10-15T19:07:30+00:00,merged,2013-09-27T20:50:02+00:00,2013-10-15 18:26:25+00:00,coyotemarin,v0.4.2
coyotemarin,779,Auto-upload jars,704,114,4,3,0,,merged,2013-09-27T17:48:52+00:00,2013-10-15 18:26:25+00:00,coyotemarin,
scottknight,768,The RawProtocol only handles strings,1249,4,1,1,3,2013-09-20T17:40:11+00:00;2013-09-20T18:38:12+00:00;2013-09-20T18:49:14+00:00,closed,2013-09-20T13:08:17+00:00,2013-09-20 13:11:53+00:00,scottknight,
okomestudio,764,use the correct method interface,73,2,1,5,2,2013-09-18T20:45:13+00:00;2013-09-18T20:46:17+00:00,merged,2013-09-18T20:30:53+00:00,2013-09-18 20:45:28+00:00,coyotemarin,v0.4.2
coyotemarin,761,"Whats new, mrjob?",26,99,5,4,12,2013-09-16T22:35:35+00:00;2013-09-16T22:47:27+00:00;2013-09-16T22:49:19+00:00;2013-09-16T23:19:05+00:00;2013-09-17T00:39:08+00:00;2013-09-16T23:21:48+00:00;2013-09-16T23:22:12+00:00;2013-09-16T23:22:48+00:00;2013-09-16T23:24:03+00:00;2013-09-16T23:33:07+00:00;2013-09-16T23:39:26+00:00;2013-09-16T23:40:56+00:00,merged,2013-09-16T22:29:23+00:00,2013-09-16 23:41:22+00:00,irskep,v0.4.1
irskep,760,Doc updates for v0.4.1,84,30,3,4,0,,merged,2013-09-16T18:59:40+00:00,2013-09-16 18:59:52+00:00,irskep,v0.4.1
coyotemarin,757,v0.4.1 release,727,199,19,3,5,2013-09-16T06:16:43+00:00;2013-09-16T18:43:51+00:00;2013-09-16T18:40:58+00:00;2013-09-16T18:41:30+00:00;2013-09-16T18:42:46+00:00,merged,2013-09-16T06:15:46+00:00,2013-09-16 18:52:07+00:00,irskep,v0.4.1
irskep,756,PEP8ify everything that makes sense,161,164,15,3,1,2013-09-13T20:09:32+00:00,merged,2013-09-13T18:40:14+00:00,2013-09-13 20:09:36+00:00,coyotemarin,v0.4.1
irskep,751,Make docs versioning more apparent,273,17,3,4,1,2013-09-13T01:50:20+00:00,merged,2013-09-13T01:43:07+00:00,2013-09-13 01:43:51+00:00,irskep,v0.4.1
coyotemarin,750,pooling fixes,458,232,6,4,1,2013-09-13T01:27:58+00:00,merged,2013-09-13T01:13:57+00:00,2013-09-13 01:28:59+00:00,irskep,v0.4.1
coyotemarin,749,Deprecated conf locations,80,79,3,3,1,2013-09-12T18:32:57+00:00,merged,2013-09-12T18:29:11+00:00,2013-09-12 18:33:26+00:00,irskep,v0.4.1
coyotemarin,748,per-step jobconf in local mode,481,1016,20,4,4,2013-09-11T23:07:25+00:00;2013-09-12T04:31:40+00:00;2013-09-11T23:00:02+00:00;2013-09-12T04:30:17+00:00,merged,2013-09-11T21:55:34+00:00,2013-09-12 04:31:55+00:00,coyotemarin,v0.4.1
irskep,742,"Improve docs sidebar, simplify docs/conf.py, fix 'make pdf'",44,189,5,4,0,,merged,2013-09-09T04:26:36+00:00,2013-09-09 04:26:46+00:00,irskep,v0.4.1
irskep,741,"Improve ""writing jobs"" doc (and quickstart a bit)",0,880,7,4,0,,merged,2013-09-08T05:57:24+00:00,2013-09-08 06:02:49+00:00,irskep,v0.4.1
irskep,737,Some crazy awesome doc updates,80,599,10,4,0,,merged,2013-09-07T06:46:17+00:00,2013-09-07 06:46:55+00:00,irskep,v0.4.1
coyotemarin,734,fix for overriding jobconf() method,36,26,2,4,3,2013-09-06T17:47:27+00:00;2013-09-06T18:31:49+00:00;2013-09-06T18:35:23+00:00,merged,2013-09-06T17:41:14+00:00,2013-09-06 18:34:03+00:00,irskep,v0.4.1
irskep,733,Doc style and structure improvements,849,65,5,4,1,2013-09-05T21:13:28+00:00,merged,2013-09-05T20:08:01+00:00,2013-09-05 21:13:31+00:00,irskep,v0.4.1
irskep,730,Update doc version numbers in readme,0,4,1,3,1,2013-09-03T19:26:07+00:00,merged,2013-09-03T17:42:48+00:00,2013-09-03 19:25:55+00:00,coyotemarin,v0.4.1
irskep,727,Help Sphinx find options_extension,152,5,2,4,2,2013-09-03T06:17:50+00:00;2013-09-03T06:19:39+00:00,merged,2013-09-03T06:14:04+00:00,2013-09-03 06:18:23+00:00,irskep,v0.4.1
irskep,722,Switch to sphinx-better-theme,1811,136,11,4,4,2013-09-03T01:12:36+00:00;2013-09-03T01:15:59+00:00;2013-09-03T01:17:27+00:00;2013-09-03T04:56:24+00:00,merged,2013-09-03T00:49:27+00:00,2013-09-03 05:31:17+00:00,coyotemarin,v0.4.1
irskep,721,Small doc improvements,509,52,7,4,2,2013-09-03T04:54:02+00:00;2013-09-03T04:53:16+00:00,merged,2013-09-03T00:42:03+00:00,2013-09-03 05:30:16+00:00,irskep,v0.4.1
coyotemarin,720,Make runner.fs.cat() decompress gzipped/bzipped data,194,261,10,3,10,2013-09-03T01:10:53+00:00;2013-09-04T00:11:02+00:00;2013-09-03T01:02:34+00:00;2013-09-03T01:06:06+00:00;2013-09-03T01:07:24+00:00;2013-09-03T01:08:51+00:00;2013-09-03T03:30:10+00:00;2013-09-03T03:31:51+00:00;2013-09-03T03:32:39+00:00;2013-09-03T03:33:50+00:00,merged,2013-09-02T23:02:19+00:00,2013-09-03 19:26:32+00:00,coyotemarin,v0.4.1
coyotemarin,717,clean up getLogger() usage,63,46,23,3,0,,merged,2013-08-30T22:40:16+00:00,2013-08-30 22:49:15+00:00,irskep,v0.4.1
coyotemarin,716,Only fall back to EMR SSL host if we need to,1181,347,6,3,8,2013-08-30T23:00:56+00:00;2013-08-30T23:05:13+00:00;2013-08-30T23:11:33+00:00;2013-08-30T22:52:59+00:00;2013-08-30T22:56:22+00:00;2013-08-30T22:58:16+00:00;2013-08-30T23:00:06+00:00;2013-08-30T23:01:41+00:00,merged,2013-08-30T22:30:01+00:00,2013-08-30 23:11:59+00:00,coyotemarin,v0.4.1
irskep,714,:mrjob-opt:`some_value`,796,417,6,4,11,2013-08-29T03:37:32+00:00;2013-08-29T03:42:59+00:00;2013-08-29T03:45:11+00:00;2013-08-30T22:31:16+00:00;2013-08-30T22:53:52+00:00;2013-09-01T02:21:20+00:00;2013-09-01T20:36:34+00:00;2013-09-01T20:54:15+00:00;2013-09-01T21:16:49+00:00;2013-09-02T22:36:54+00:00;2013-09-03T01:22:08+00:00,merged,2013-08-29T01:48:49+00:00,2013-09-03 04:58:52+00:00,coyotemarin,v0.4.1
coyotemarin,711,visible_to_all_users fix,87,28,3,3,1,2013-08-31T02:55:50+00:00,merged,2013-08-28T23:24:45+00:00,2013-08-31 03:25:58+00:00,coyotemarin,v0.4.1
coyotemarin,705,Self-terminating job flows,120,577,14,5,16,2013-08-26T23:59:26+00:00;2013-08-27T19:53:29+00:00;2013-08-28T01:23:20+00:00;2013-08-28T02:02:49+00:00;2013-08-28T02:54:42+00:00;2013-08-26T23:54:47+00:00;2013-08-26T23:55:58+00:00;2013-08-26T23:56:13+00:00;2013-08-26T23:56:21+00:00;2013-08-26T23:57:50+00:00;2013-08-27T19:07:52+00:00;2013-08-27T19:12:06+00:00;2013-08-27T19:12:21+00:00;2013-08-27T19:52:48+00:00;2013-08-28T01:11:24+00:00;2013-08-28T02:02:39+00:00,merged,2013-08-24T02:08:46+00:00,2013-08-28 02:54:32+00:00,coyotemarin,v0.4.1
irskep,702,"Sphinx extension for defining options, add intersphinx",969,1171,6,8,13,2013-08-18T23:28:06+00:00;2013-08-20T22:13:05+00:00;2013-08-22T03:28:51+00:00;2013-08-23T03:37:22+00:00;2013-08-23T06:08:42+00:00;2013-08-23T06:11:24+00:00;2013-08-23T17:09:12+00:00;2013-08-23T17:23:15+00:00;2013-08-23T18:31:12+00:00;2013-08-23T23:16:00+00:00;2013-08-23T03:34:52+00:00;2013-08-23T03:36:03+00:00;2013-08-23T06:06:11+00:00,merged,2013-08-18T23:19:22+00:00,2013-08-23 18:31:06+00:00,coyotemarin,v0.4.1
frnsys,700,Python 3 port?,512,969,72,1,9,2013-08-15T17:50:18+00:00;2013-08-15T18:00:16+00:00;2013-08-15T18:00:29+00:00;2013-08-15T18:02:57+00:00;2013-08-15T18:09:53+00:00;2013-08-16T03:16:34+00:00;2013-08-18T17:17:06+00:00;2013-08-19T18:17:54+00:00;2013-08-20T22:11:29+00:00,closed,2013-08-15T17:07:38+00:00,2013-08-20 22:11:29+00:00,irskep,
coyotemarin,698,Make protocols instances,43,234,3,3,5,2013-08-11T04:35:55+00:00;2013-08-11T15:44:40+00:00;2013-08-11T04:34:25+00:00;2013-08-11T04:34:43+00:00;2013-08-11T04:35:05+00:00,merged,2013-08-11T03:35:28+00:00,2013-08-11 17:01:19+00:00,irskep,v0.4.1
lotterblad,693,updated s3 endpont settings to include Sydney region,0,2,1,1,1,2013-08-06T18:32:59+00:00,closed,2013-08-06T18:02:56+00:00,2013-08-06 18:33:00+00:00,coyotemarin,
irskep,686,Normalize urlparse fragment behavior across all supported Python versions,102,39,2,4,14,2013-08-03T19:52:01+00:00;2013-08-03T19:52:36+00:00;2013-08-03T19:53:49+00:00;2013-08-03T19:55:21+00:00;2013-08-03T20:00:13+00:00;2013-08-04T00:42:08+00:00;2013-08-05T00:26:39+00:00;2013-08-05T04:55:44+00:00;2013-08-04T00:35:01+00:00;2013-08-05T04:43:55+00:00;2013-08-05T04:47:47+00:00;2013-08-05T04:48:06+00:00;2013-08-05T04:49:33+00:00;2013-08-05T04:51:26+00:00,merged,2013-08-03T19:50:00+00:00,2013-08-05 04:59:47+00:00,coyotemarin,v0.4.1
irskep,685,Fix urlparse import in mrjob.fs.s3,250,4,1,3,1,2013-08-04T02:22:33+00:00,merged,2013-08-03T19:32:34+00:00,2013-08-04 02:22:38+00:00,coyotemarin,v0.4.1
timtadh,684,Fixed failing tests,269,8,2,1,3,2013-08-03T18:20:34+00:00;2013-08-03T19:34:55+00:00;2013-08-03T19:50:11+00:00,closed,2013-08-03T18:02:45+00:00,2013-08-03 19:50:11+00:00,irskep,
timtadh,683,Bug/exec get steps os error 8,443,12,1,4,18,2013-08-03T18:00:29+00:00;2013-08-03T18:02:16+00:00;2013-08-03T18:04:12+00:00;2013-08-03T18:07:29+00:00;2013-08-03T18:08:10+00:00;2013-08-03T18:09:17+00:00;2013-08-03T18:20:58+00:00;2013-08-03T18:24:40+00:00;2013-08-03T19:23:07+00:00;2013-08-03T19:23:30+00:00;2013-08-03T19:30:47+00:00;2013-08-04T04:39:33+00:00;2013-08-04T16:16:22+00:00;2013-08-05T05:53:19+00:00;2013-08-05T15:51:19+00:00;2013-08-05T16:05:20+00:00;2013-08-05T17:03:10+00:00;2013-08-05T19:31:20+00:00,merged,2013-08-03T17:56:24+00:00,2013-08-05 05:44:43+00:00,coyotemarin,v0.4.1
irskep,679,Google Analytics,338,61,3,3,1,2013-07-29T04:54:56+00:00,merged,2013-07-29T02:07:51+00:00,2013-07-29 04:55:02+00:00,coyotemarin,v0.4.1
irskep,678,Update CHANGES.txt with info about #634,210,3,1,3,1,2013-07-26T22:42:30+00:00,merged,2013-07-26T22:40:32+00:00,2013-07-26 22:46:41+00:00,irskep,v0.4.1
irskep,677,Link to Github page from contributing.rst,0,3,1,3,0,,merged,2013-07-24T20:18:35+00:00,2013-07-24 21:44:14+00:00,coyotemarin,v0.4.1
actgardner,676,Automatically detect MapR,470,50,2,1,2,2013-07-26T03:56:31+00:00;2013-08-05T17:50:25+00:00,closed,2013-07-23T16:37:34+00:00,2013-08-05 17:50:25+00:00,coyotemarin,
coyotemarin,674,Support non-hdfs URIs (patched),905,99,9,2,4,2013-07-21T04:11:05+00:00;2013-07-21T06:47:13+00:00;2013-07-23T16:38:59+00:00;2013-08-05T17:50:48+00:00,closed,2013-07-21T03:37:43+00:00,2013-08-05 17:50:48+00:00,coyotemarin,
tarnfeld,673,Added documentation,0,2,1,3,1,2013-07-20T19:25:27+00:00,merged,2013-07-20T18:04:58+00:00,2013-07-21 00:35:56+00:00,coyotemarin,v0.4.1
tarnfeld,672,Support for s3n:// in S3Filesystem.ls(),379,17,2,3,2,2013-07-21T00:39:19+00:00;2013-07-21T00:54:48+00:00,merged,2013-07-20T18:03:30+00:00,2013-07-21 00:54:17+00:00,coyotemarin,
tarnfeld,671,Type checking on the jobconf option,0,3,1,1,4,2013-07-20T19:15:49+00:00;2013-07-20T19:18:39+00:00;2013-07-20T19:23:09+00:00;2013-07-20T19:29:46+00:00,closed,2013-07-20T18:00:16+00:00,2013-07-20 19:29:46+00:00,tarnfeld,
coyotemarin,670,Secondary sort by value,476,394,9,3,11,2013-07-20T00:41:41+00:00;2013-07-20T23:31:18+00:00;2013-07-21T00:03:26+00:00;2013-07-21T00:35:12+00:00;2013-07-20T00:34:52+00:00;2013-07-20T00:35:18+00:00;2013-07-20T00:38:21+00:00;2013-07-20T00:40:04+00:00;2013-07-20T00:41:07+00:00;2013-07-20T23:30:39+00:00;2013-07-21T00:03:18+00:00,merged,2013-07-20T00:08:52+00:00,2013-07-21 00:35:18+00:00,coyotemarin,v0.4.1
tarnfeld,669,S3Filesystem GZIP Compression,171,28,4,6,18,2013-07-19T21:46:01+00:00;2013-07-20T19:08:14+00:00;2013-07-21T00:58:37+00:00;2013-07-21T07:29:31+00:00;2013-07-21T07:46:31+00:00;2013-07-21T20:10:18+00:00;2013-07-22T03:23:24+00:00;2013-07-22T08:41:03+00:00;2013-07-22T18:13:20+00:00;2013-07-22T22:51:31+00:00;2013-07-23T06:15:38+00:00;2013-09-01T22:03:58+00:00;2013-09-01T22:14:52+00:00;2013-09-01T22:27:04+00:00;2013-09-02T23:03:19+00:00;2013-09-02T23:03:47+00:00;2013-07-19T22:48:50+00:00;2013-07-20T17:57:28+00:00,closed,2013-07-19T10:25:33+00:00,2013-09-01 22:04:04+00:00,coyotemarin,
actgardner,668,Support non-hdfs URIs,222,119,7,5,15,2013-07-18T18:23:25+00:00;2013-07-19T15:37:50+00:00;2013-07-19T18:19:56+00:00;2013-07-19T18:26:40+00:00;2013-07-21T03:38:48+00:00;2013-07-19T17:32:03+00:00;2013-07-19T17:32:38+00:00;2013-07-19T17:34:55+00:00;2013-07-19T17:35:22+00:00;2013-07-19T17:36:14+00:00;2013-07-19T17:43:05+00:00;2013-07-19T17:57:49+00:00;2013-07-19T18:17:40+00:00;2013-07-19T18:26:09+00:00;2013-07-21T01:03:25+00:00,closed,2013-07-18T18:09:36+00:00,2013-07-21 03:38:48+00:00,coyotemarin,
timtadh,666,Feature/upload.non.s3.jar,409,6,1,11,8,2013-07-08T22:55:27+00:00;2013-07-09T14:08:20+00:00;2013-07-11T15:38:58+00:00;2013-07-11T19:49:08+00:00;2013-07-11T19:55:26+00:00;2013-07-11T20:30:11+00:00;2013-09-03T01:28:54+00:00;2013-10-14T22:40:29+00:00,closed,2013-07-08T22:46:16+00:00,2013-10-14 22:40:47+00:00,coyotemarin,
timtadh,665,bug/non.streaming.jar -- input output specification,202,99,4,17,32,2013-07-29T00:29:16+00:00;2013-07-29T16:34:12+00:00;2013-07-31T14:55:29+00:00;2013-07-31T16:40:17+00:00;2013-07-31T16:47:20+00:00;2013-07-31T16:48:19+00:00;2013-07-31T21:36:26+00:00;2013-08-05T17:22:16+00:00;2013-08-05T19:34:20+00:00;2013-08-05T21:21:39+00:00;2013-08-05T21:24:30+00:00;2013-08-05T21:26:09+00:00;2013-08-05T22:24:20+00:00;2013-08-06T15:09:45+00:00;2013-09-18T20:06:44+00:00;2013-09-18T20:24:06+00:00;2013-09-19T15:16:33+00:00;2013-09-19T17:34:58+00:00;2013-09-19T17:44:53+00:00;2013-09-23T23:23:54+00:00;2013-10-14T22:42:12+00:00;2013-10-14T22:42:46+00:00;2013-10-15T14:37:41+00:00;2013-10-17T21:16:50+00:00;2013-07-08T22:48:00+00:00;2013-07-08T22:48:39+00:00;2013-07-08T22:48:52+00:00;2013-07-08T22:53:02+00:00;2013-07-08T22:57:15+00:00;2013-07-08T23:02:02+00:00;2013-07-31T16:44:53+00:00;2013-07-31T16:45:23+00:00,closed,2013-07-08T22:42:44+00:00,2013-10-14 22:42:13+00:00,coyotemarin,
timtadh,664,bug/non.streaming.jar -- input output specification,126,46,2,1,1,2013-07-08T22:40:20+00:00,closed,2013-07-08T22:39:47+00:00,2013-07-08 22:40:13+00:00,timtadh,
amedhat,663,Steps extension,1673,286,13,1,1,2013-07-05T21:04:59+00:00,closed,2013-07-05T21:01:25+00:00,2013-07-05 21:04:59+00:00,amedhat,
irskep,653,Hyperlink the shiznit out of config-reference.rst,703,507,6,3,1,2013-07-14T16:09:30+00:00,merged,2013-06-24T23:32:09+00:00,2013-07-14 16:09:24+00:00,coyotemarin,v0.4.1
sudarshang,645,Fix crashes when non-streaming jars are used,187,47,2,7,2,2013-06-15T21:41:50+00:00;2013-06-20T00:11:36+00:00,merged,2013-06-15T01:12:43+00:00,2013-06-20 00:11:42+00:00,sudarshang,v0.4.1
timtadh,643,Added an example of how to use a sequence file,129,21,2,7,9,2013-06-11T19:31:06+00:00;2013-06-11T19:31:26+00:00;2013-06-11T19:36:05+00:00;2013-06-11T19:37:15+00:00;2013-06-11T19:56:53+00:00;2013-06-12T00:11:57+00:00;2013-06-12T00:12:47+00:00;2013-06-12T04:27:41+00:00;2013-07-14T16:15:32+00:00,closed,2013-06-11T19:29:03+00:00,2013-07-14 16:15:32+00:00,coyotemarin,
tarnfeld,640,Default job name and include the step number in the job name,0,45,3,1,0,,closed,2013-06-02T22:50:54+00:00,2013-06-02 22:51:11+00:00,tarnfeld,
ashkop,638,Add visible_to_all_users option for EMR runner,170,49,5,13,10,2013-06-07T04:49:20+00:00;2013-06-07T18:39:31+00:00;2013-06-08T06:47:12+00:00;2013-08-16T17:25:08+00:00;2013-08-16T17:30:59+00:00;2013-08-16T17:45:21+00:00;2013-08-16T17:55:33+00:00;2013-08-16T18:38:28+00:00;2013-06-07T04:47:23+00:00;2013-06-07T04:48:59+00:00,merged,2013-05-23T13:44:57+00:00,2013-06-07 18:39:39+00:00,sudarshang,v0.4.1
ap-ensighten,637,unable to run non-streaming jar,1673,7,1,10,9,2013-06-07T04:51:53+00:00;2013-06-07T23:32:35+00:00;2013-06-07T23:55:10+00:00;2013-06-11T19:29:44+00:00;2013-06-11T19:42:24+00:00;2013-06-12T16:28:15+00:00;2013-06-12T16:47:32+00:00;2013-06-28T00:51:46+00:00;2013-06-28T00:52:24+00:00,merged,2013-05-19T01:57:43+00:00,2013-06-20 00:11:43+00:00,sudarshang,
ap-ensighten,636,added working bash_wrap example,119,107,2,7,5,2013-06-07T04:52:50+00:00;2013-06-07T23:53:06+00:00;2013-06-10T06:27:17+00:00;2013-06-10T20:00:06+00:00;2013-06-07T23:46:14+00:00,merged,2013-05-13T01:02:59+00:00,2013-06-10 17:23:43+00:00,sudarshang,v0.4.1
ndimiduk,634,Assert ouput dir not exist,145,12,1,9,8,2013-06-07T04:53:57+00:00;2013-06-07T04:54:30+00:00;2013-06-07T06:08:10+00:00;2013-07-26T22:25:25+00:00;2013-07-26T22:26:34+00:00;2013-07-26T22:29:49+00:00;2013-07-26T22:30:07+00:00;2013-07-26T22:30:46+00:00,merged,2013-05-09T02:16:12+00:00,2013-07-26 22:30:50+00:00,coyotemarin,v0.4.1
sudarshang,631,Fixed typo in what's new documentation,0,2,1,4,0,,merged,2013-05-01T04:45:49+00:00,2013-05-01 04:46:10+00:00,sudarshang,v0.4.0
sudarshang,630,Modified version to '0.4',0,2,1,4,0,,merged,2013-05-01T04:10:11+00:00,2013-05-01 04:13:53+00:00,sudarshang,v0.4.0
sudarshang,629,Modified the release date to today,34,2,1,4,0,,merged,2013-05-01T03:55:10+00:00,2013-05-01 03:55:41+00:00,sudarshang,v0.4.0
mperry8889,627,Very minor error message improvements,79,5,1,3,1,2013-04-24T20:34:23+00:00,merged,2013-04-24T20:26:15+00:00,2013-04-24 20:34:18+00:00,coyotemarin,v0.4.0
sudarshang,625,Handle pty unavailability on windows,45,7,1,3,0,,merged,2013-04-19T21:08:30+00:00,2013-04-24 03:44:19+00:00,coyotemarin,v0.4.0
sudarshang,624,Documentation updates +Minor fixes,224,89,12,3,1,2013-04-24T03:44:56+00:00,merged,2013-04-19T20:20:27+00:00,2013-04-24 03:45:34+00:00,coyotemarin,v0.4.0
irskep,619,Add a few things to the changelog,0,7,1,3,0,,merged,2013-03-23T00:46:01+00:00,2013-03-27 10:39:20+00:00,sudarshang,v0.4.0
irskep,618,Clarify purpose of mrjob.cmd in 0.4,0,36,10,3,1,2013-03-23T00:34:52+00:00,merged,2013-03-23T00:32:06+00:00,2013-03-25 01:46:53+00:00,sudarshang,v0.4.0
sudarshang,615,Fixes #611 Get Hadoop version from EMR,187,104,4,3,3,2013-03-19T22:41:05+00:00;2013-03-19T23:11:54+00:00;2013-03-19T22:36:04+00:00,merged,2013-03-19T22:33:53+00:00,2013-03-19 23:13:58+00:00,sudarshang,v0.4.0
sudarshang,614,Fixes terminate_idle_job_flows,282,6,1,8,3,2013-03-18T01:09:08+00:00;2013-03-18T01:23:25+00:00;2013-03-18T01:30:37+00:00,merged,2013-03-18T01:04:31+00:00,2013-03-18 01:31:15+00:00,sudarshang,v0.4.0
